,sum_duration_hrs,fips_code,counts_of_outage,average_sums,number_of_data_centers,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23",CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023_x,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023_y,Unemployed_2023,Unemployment_rate_2023,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,avg_durations_hrs,sum_duration_hrs,sums_sum,avg_power_usage,avg_carbon_emission
"Some college (1-3 years), 1980",0.595362442,-0.180019532,0.085394868,0.46675211,0.553437865,-0.29149304,-0.242943522,-0.28298906,-0.332650866,0.96571357,0.952927388,0.948545822,0.935911262,0.948265417,0.964407951,0.945563193,0.959960528,0.947639306,0.936463676,0.930047385,0.913924346,0.864267504,0.909585998,0.94751803,0.949949416,0.934565032,0.920928395,0.197019607,0.197756494,0.243666801,0.229446552,0.123040521,-0.019972988,-0.142001235,-0.237458898,-0.297463795,-0.305051182,-0.27588059,-0.264148586,-0.071236389,0.048221536,0.099832044,0.143533881,0.210881567,0.184820731,0.193306791,0.207403038,0.077407372,-0.109017923,-0.204260335,-0.156637204,0.986733546,1,0.990705035,0.972140316,0.947984928,0.922040995,0.122086859,0.84390141,,,0.136104952,0.85069836,0.07760294,0.908831232,0.225790365,-0.055373705,0.845645162,,,-0.047783775,0.853561283,-0.063646577,0.907028902,0.139264342,0.182896971,0.019682948,,0.028873005,-0.000212674,0.845434502,,0.852984743,0.908098808,-0.28298906,0.939912982,0.938537936,0.201430378,-0.28298906,0.940839768,0.128441038,0.903310215,0.93817802,-0.823780943,0.890250147,0.746804061,0.659837948,-0.592950639,-0.306281147,0.939623149,-0.070182543,0.045753598,-0.224520278,-0.319957294,0.322381404,0.18779637,-0.264124943,-0.28298906,0.201204943,0.156501571,0.188048921,0.151406527,0.690567347,0.595362442,0.474939814,-0.103267114,-0.041495393
"Less than high school graduate, 1990",0.535337862,-0.138842582,0.061059562,0.4852395,0.522724936,-0.263701943,-0.218919954,-0.255562538,-0.297021997,0.893222348,0.872023949,0.873433209,0.864713934,0.906073982,0.901968821,0.951078265,0.952316185,0.946919512,0.937799739,0.937751261,0.922881964,0.937830257,0.974365854,1,0.98802519,0.961241057,0.940787929,0.061955077,0.058747607,0.081513906,0.073043625,-0.012142627,-0.116478273,-0.188514048,-0.235983046,-0.225001053,-0.209567149,-0.164518028,-0.150303046,0.08816007,0.192124502,0.219356136,0.244411505,0.080108701,0.057653471,0.076179942,0.097992926,-0.007716451,-0.124940991,-0.047821443,0.004193254,0.951394467,0.94751803,0.932816553,0.916861286,0.900223695,0.88070421,0.252629323,0.891725475,,,0.266175758,0.898834206,0.192005863,0.94089496,0.092859206,0.071781322,0.890610639,,,0.078351073,0.898733898,0.052998337,0.93753618,0.010978707,0.051754066,0.150408461,,0.158973294,0.116671569,0.891754284,,0.899557805,0.939357142,-0.255562538,0.896108372,0.893273284,0.182138995,-0.255562538,0.93026298,0.199308544,0.877767841,0.915630123,-0.840096357,0.860999776,0.741250682,0.633759344,-0.619008202,-0.344810254,0.905613296,-0.168754573,0.073946753,-0.168795335,-0.301161199,0.31014304,0.160976697,-0.246802022,-0.255562538,0.202907437,0.09510514,0.120324474,0.1677303,0.712038903,0.535337862,0.440419015,-0.097983629,-0.034525295
"Some college or associate degree, 2019-23",0.673065086,-0.185571804,0.158196572,0.385971339,0.526015694,-0.34830453,-0.291050181,-0.339945681,-0.3791869,0.884071062,0.898802312,0.918745763,0.931304327,0.816230057,0.862012961,0.829097524,0.885632353,0.91100861,0.938289869,0.965457178,0.97805533,0.766849154,0.829782653,0.88070421,0.907763324,0.925590268,0.928179441,0.165367223,0.167634712,0.272714636,0.28982326,0.216945654,0.077431686,-0.05621498,-0.163312026,-0.314088241,-0.327227138,-0.292008583,-0.269920261,-0.09006128,0.044624233,0.118043069,0.168895677,0.180510219,0.15307162,0.153715448,0.170075214,0.073286634,-0.097501662,-0.197089278,-0.168830184,0.867460497,0.922040995,0.959191494,0.98185462,0.996278086,1,0.130611314,0.905717758,,,0.141660123,0.904910852,0.066484504,0.945962447,0.224384194,-0.079729807,0.913801474,,,-0.076500818,0.915281693,-0.097144365,0.948976293,0.124607397,0.174759083,0.00896787,,0.014050196,-0.023934171,0.910707459,,0.911311788,0.94775457,-0.339945681,0.982241008,0.981798829,0.249682592,-0.339945681,0.961504855,0.14572395,0.976775042,0.986654935,-0.676924098,0.872512976,0.770678746,0.764125852,-0.376578483,-0.040604283,0.988713122,0.048079579,0.100193571,-0.279197406,-0.25024064,0.333054714,0.255545173,-0.185197127,-0.339945681,0.312626071,0.136106982,0.151071787,0.260906873,0.610230275,0.673065086,0.448919557,-0.099700944,-0.033936189
Employed_2023,0.67828806,-0.161687967,0.163181574,0.359688663,0.580680754,-0.362118893,-0.302172919,-0.351324787,-0.406324547,0.933542133,0.948538658,0.964401378,0.974980361,0.868637928,0.91286645,0.854725629,0.902285867,0.921372061,0.940768052,0.963029173,0.968479082,0.793602011,0.849848673,0.893273284,0.916937822,0.92920269,0.930611404,0.223581916,0.240471241,0.270794451,0.27431763,0.172439075,0.002353437,-0.152520579,-0.275077459,-0.355948275,-0.374375888,-0.339053564,-0.323116934,-0.110172126,0.027749803,0.100840855,0.153854123,0.261779849,0.237162723,0.239039067,0.255236701,0.053193222,-0.139425907,-0.210586704,-0.184677416,0.893575534,0.938537936,0.963497364,0.978113892,0.984079433,0.981798829,0.096962853,0.898244767,,,0.111087531,0.896952125,0.041109074,0.946178094,0.290315151,-0.111142504,0.907503157,,,-0.104685508,0.908637202,-0.12310817,0.949607616,0.191790305,0.241596028,-0.023896815,,-0.015631787,-0.049881789,0.903860146,,0.904056423,0.948186547,-0.351324787,0.999938806,1,0.2531586,-0.351324787,0.967665801,0.110058479,0.984344895,0.974207574,-0.724961948,0.891760592,0.828085069,0.80882467,-0.40154574,-0.046578152,0.99683771,-0.017227046,0.10046818,-0.333463686,-0.288260019,0.413619253,0.295579277,-0.205477406,-0.351324787,0.286451078,0.128781449,0.143743176,0.238092734,0.599453919,0.67828806,0.434742222,-0.098267407,-0.040986554
"High school diploma only, 1970",0.533682925,-0.12103569,0.128710213,0.485672512,0.502081491,-0.296674721,-0.248182277,-0.286808544,-0.337374944,0.918875493,0.89686071,0.883755271,0.865197284,0.957061429,0.935420707,1,0.98748841,0.96801135,0.941286402,0.905817921,0.868303019,0.96015334,0.967825523,0.951078265,0.912362572,0.866537643,0.839246775,0.136222312,0.13623719,0.113563367,0.095489181,0.006470966,-0.113840973,-0.211518747,-0.286306955,-0.203236032,-0.212126204,-0.191562894,-0.199160385,-0.02113517,0.072260645,0.100089018,0.135893261,0.166814953,0.149746619,0.17021201,0.190783878,0.09351936,-0.054089724,-0.147064035,-0.094181017,0.962004889,0.945563193,0.922720543,0.89814448,0.861637707,0.829097524,0.181780109,0.796487762,,,0.196321132,0.802966808,0.125948717,0.861127349,0.176915317,-0.001286893,0.799931293,,,0.007088112,0.807823629,-0.018414518,0.859930674,0.090738173,0.133996777,0.077075786,,0.087010786,0.046912897,0.798901375,,0.806290875,0.860700024,-0.286808544,0.85666922,0.854725629,0.205055627,-0.286808544,0.872568535,0.154317382,0.820756115,0.879580295,-0.830760731,0.840736772,0.671944778,0.548949755,-0.655157586,-0.419094578,0.858505574,-0.187281799,0.046903283,-0.182629861,-0.357693889,0.315993058,0.158002221,-0.306789032,-0.286808544,0.078020428,0.129759665,0.16262597,0.042210658,0.648801543,0.533682925,0.456125821,-0.112200172,-0.049735355
Civilian_labor_force_2023,0.675563876,-0.161505999,0.160904702,0.361947191,0.580601993,-0.359970565,-0.300346921,-0.349275782,-0.404037099,0.933659275,0.948071854,0.963958727,0.974320655,0.869758255,0.913268509,0.85666922,0.903366866,0.922157167,0.941368971,0.963710203,0.969273162,0.795937626,0.852138317,0.896108372,0.919894587,0.932207752,0.933539813,0.220554201,0.237020796,0.268816095,0.272335064,0.170764386,0.001631504,-0.151900888,-0.273150143,-0.354381267,-0.372247541,-0.336699548,-0.320315366,-0.106678091,0.031317507,0.104272219,0.157155787,0.258074291,0.23331897,0.235319938,0.251441854,0.052188857,-0.1393861,-0.208092782,-0.181706951,0.895778912,0.939912982,0.964382393,0.978619679,0.984610074,0.982241008,0.100103758,0.900752477,,,0.114220085,0.899666456,0.044069716,0.948263741,0.287079349,-0.107811148,0.909587632,,,-0.101405871,0.910873707,-0.119762512,0.951476768,0.188906858,0.238525139,-0.020591767,,-0.012354528,-0.046675069,0.906141906,,0.906514377,0.95015962,-0.349275782,1,0.999938806,0.251620603,-0.349275782,0.970397015,0.115772997,0.984562707,0.974652032,-0.727200012,0.892590905,0.825607916,0.808576812,-0.406327558,-0.051521052,0.997257044,-0.018179034,0.100293095,-0.331374043,-0.28786453,0.409749891,0.293956176,-0.206068358,-0.349275782,0.285825959,0.129706967,0.145016516,0.237284227,0.601512958,0.675563876,0.434917256,-0.097916227,-0.040749821
"Less than a high school diploma, 1980",0.54052059,-0.112242884,0.107859581,0.467009323,0.497453717,-0.288996548,-0.240267945,-0.27951022,-0.324183881,0.875027706,0.855569537,0.849503659,0.838927196,0.909165545,0.892973815,0.967825523,0.964923564,0.959105183,0.94258338,0.91957697,0.890098193,0.989621953,1,0.974365854,0.933563316,0.88806022,0.858366629,0.058853755,0.059621427,0.035097473,0.028670124,-0.050847835,-0.152898086,-0.224339048,-0.272709982,-0.207115045,-0.192728446,-0.153669771,-0.150890686,0.088569761,0.179113247,0.195621246,0.214272366,0.092352899,0.074536176,0.098830075,0.125364285,-0.008360721,-0.118503194,-0.031964521,0.018107117,0.91836293,0.909585998,0.893526825,0.878789152,0.852654221,0.829782653,0.278824479,0.855211422,,,0.29249956,0.859162492,0.213076134,0.902353901,0.087320617,0.089427576,0.859421945,,,0.096686372,0.865205579,0.065845125,0.901828869,0.000484835,0.043680321,0.172009166,,0.181011875,0.133389833,0.858079675,,0.863178104,0.902286978,-0.27951022,0.852138317,0.849848673,0.200028754,-0.27951022,0.875746946,0.197252775,0.838015175,0.883522261,-0.817754619,0.824906279,0.705709977,0.587608304,-0.613682247,-0.36031773,0.860356907,-0.230251029,0.079049691,-0.163035995,-0.335210534,0.320732568,0.159312802,-0.281157015,-0.27951022,0.144581339,0.079238908,0.10431646,0.116793204,0.637609002,0.54052059,0.439703866,-0.106530569,-0.041102221
POP_ESTIMATE_2023,0.6703742,-0.167477381,0.159489559,0.371501145,0.56284494,-0.356704208,-0.297528462,-0.347177983,-0.395140796,0.92485919,0.937139949,0.953868759,0.9641003,0.862668428,0.905113674,0.858505574,0.906397036,0.927079363,0.94752911,0.971755678,0.978997068,0.803155168,0.860356907,0.905613296,0.929329695,0.942807751,0.944012225,0.200237843,0.211326248,0.257483376,0.264093347,0.167690493,0.006885897,-0.13831882,-0.251881243,-0.344910206,-0.358296416,-0.319780155,-0.300598551,-0.085375028,0.053554642,0.126237955,0.178854563,0.230827617,0.203904573,0.205808283,0.22236394,0.047055742,-0.136399295,-0.192862196,-0.16381559,0.893810151,0.939623149,0.966233851,0.981391799,0.989664441,0.988713122,0.125340513,0.91778669,,,0.139327383,0.917218257,0.064815136,0.959780903,0.264102056,-0.08686968,0.926262824,,,-0.08112911,0.927948359,-0.100653912,0.963063074,0.165031727,0.215003476,0.002509218,,0.010304968,-0.026646294,0.922996066,,0.923824409,0.961716336,-0.347177983,0.997257044,0.99683771,0.251894714,-0.347177983,0.975557585,0.140311742,0.989374143,0.981805989,-0.725425349,0.892327148,0.81742035,0.806763525,-0.409526914,-0.055268859,1,-0.001664034,0.107178538,-0.318275963,-0.28006363,0.391555176,0.287856309,-0.202288186,-0.347177983,0.297861632,0.128403393,0.145432154,0.248897335,0.607667764,0.6703742,0.438087567,-0.10091598,-0.038275296
"Some college or associate degree, 2008-12",0.675876194,-0.194132972,0.150510147,0.403690087,0.536515326,-0.346093284,-0.289140049,-0.337080981,-0.380565677,0.911467886,0.922263124,0.937462284,0.944955111,0.85026067,0.891673931,0.861637707,0.911811688,0.930728927,0.950630371,0.969856006,0.975885577,0.793124058,0.852654221,0.900223695,0.921749506,0.932736054,0.931717663,0.178072128,0.180289569,0.274793687,0.287363013,0.208140657,0.064593606,-0.071124285,-0.182632858,-0.315780376,-0.330017584,-0.296511036,-0.276090527,-0.096582696,0.03700737,0.108419055,0.160081011,0.194447193,0.167421859,0.168909696,0.185182135,0.083912714,-0.095127466,-0.20924407,-0.177154539,0.899015394,0.947984928,0.978564405,0.99383959,1,0.996278086,0.12584484,0.897602653,,,0.137361838,0.898096815,0.063965559,0.944479744,0.236695574,-0.081819692,0.905329121,,,-0.077910569,0.908041801,-0.098031635,0.947070125,0.137062249,0.18718701,0.005723358,,0.011418882,-0.025544424,0.902393334,,0.904259894,0.946049608,-0.337080981,0.984610074,0.984079433,0.246121705,-0.337080981,0.965731887,0.141786549,0.97183368,0.98902408,-0.718097613,0.886312307,0.771651585,0.747823792,-0.431938994,-0.104051224,0.989664441,0.022930168,0.088013941,-0.27272775,-0.27783549,0.336735157,0.244634276,-0.214369752,-0.337080981,0.291535789,0.145701441,0.165703192,0.238805909,0.628364757,0.675876194,0.463064743,-0.106021332,-0.037041779
"Some college or associate degree, 1990",0.640742343,-0.195257247,0.112431141,0.44596347,0.547396767,-0.319046397,-0.265932498,-0.30997931,-0.360580728,0.95694117,0.953405409,0.955187327,0.949811858,0.918764443,0.946380257,0.922720543,0.953122537,0.953565692,0.952852644,0.953098695,0.943837132,0.843725647,0.893526825,0.932816553,0.940926928,0.935043895,0.925350214,0.19682835,0.197156713,0.263052847,0.259899227,0.164905017,0.018247665,-0.113935087,-0.219846275,-0.309157808,-0.319695437,-0.290195809,-0.275621314,-0.089989454,0.037567223,0.098591989,0.146465355,0.211357194,0.183574832,0.19027472,0.205933917,0.087713436,-0.100522961,-0.215954994,-0.173527923,0.960260504,0.990705035,1,0.993551787,0.978564405,0.959191494,0.120058004,0.864696328,,,0.133703639,0.869018655,0.067612447,0.924226336,0.240207997,-0.071131623,0.870215383,,,-0.064447709,0.876235753,-0.083452878,0.924929767,0.146688847,0.193831592,0.0095404,,0.017917767,-0.015776569,0.868275292,,0.873678467,0.924805924,-0.30997931,0.964382393,0.963497364,0.221762402,-0.30997931,0.953854963,0.130305736,0.936939092,0.966678847,-0.794488464,0.899944852,0.757536045,0.696383053,-0.545631441,-0.242080497,0.966233851,-0.036399498,0.061321071,-0.244585849,-0.317394718,0.331568189,0.210271912,-0.25889866,-0.30997931,0.236261175,0.156697105,0.186079326,0.184262737,0.665787136,0.640742343,0.48164768,-0.110057887,-0.042748113
"Some college or associate degree, 2000",0.668056572,-0.200860957,0.139146065,0.422714816,0.54194754,-0.341182423,-0.284678956,-0.331676051,-0.38133784,0.939257461,0.945130612,0.952906357,0.954029845,0.888257605,0.923635858,0.89814448,0.94063516,0.951291893,0.961462951,0.96841913,0.964853901,0.825721689,0.878789152,0.916861286,0.929496279,0.929869888,0.923736074,0.191244482,0.193111253,0.271356848,0.277036287,0.189580189,0.04322922,-0.095581259,-0.207616558,-0.313186665,-0.328065261,-0.298125564,-0.2829576,-0.100620584,0.029974685,0.096028747,0.146844657,0.209128647,0.18237928,0.188310903,0.205161409,0.091880969,-0.093608175,-0.218427935,-0.181910503,0.930231333,0.972140316,0.993551787,1,0.99383959,0.98185462,0.120653345,0.879908599,,,0.133437644,0.881611868,0.061741693,0.934617799,0.246667565,-0.081923135,0.887822563,,,-0.076492775,0.891693091,-0.097431873,0.936943203,0.148393031,0.197908435,0.003444247,,0.010618735,-0.026225501,0.884786812,,0.887833363,0.936046746,-0.331676051,0.978619679,0.978113892,0.239211346,-0.331676051,0.959372925,0.133050462,0.957273354,0.983649689,-0.760390713,0.893345872,0.770741626,0.71897034,-0.490048079,-0.175805671,0.981391799,-0.013975257,0.070471994,-0.262482595,-0.306229386,0.343354093,0.228014278,-0.243605272,-0.331676051,0.264417312,0.152598662,0.177029657,0.211676025,0.640772561,0.668056572,0.474388219,-0.112306019,-0.041165345
DEATHS_2023,0.683094066,-0.192771719,0.175912222,0.403267748,0.521149909,-0.356951078,-0.298451601,-0.348810234,-0.38196553,0.905795069,0.91392941,0.926423721,0.932304442,0.859241201,0.892502288,0.879580295,0.929329138,0.951169025,0.970783517,0.985519025,0.986449306,0.829564521,0.883522261,0.915630123,0.92470676,0.927105317,0.921251745,0.156339915,0.15218997,0.224503234,0.228515928,0.148212162,0.011578908,-0.111784259,-0.206988193,-0.289012758,-0.293859162,-0.256065876,-0.242335874,-0.055357553,0.069114621,0.130101984,0.173857541,0.171397476,0.144884789,0.149376728,0.169603824,0.066876366,-0.094784071,-0.17483046,-0.135573382,0.894605597,0.93817802,0.966678847,0.983649689,0.98902408,0.986654935,0.176472318,0.906849675,,,0.186740739,0.906003177,0.104177392,0.951447846,0.197102021,-0.040143221,0.916535933,,,-0.037151586,0.918209307,-0.065110474,0.955148341,0.09244836,0.144889149,0.051898068,,0.05653274,0.011010937,0.912702437,,0.913398846,0.953599808,-0.348810234,0.974652032,0.974207574,0.258309158,-0.348810234,0.954200437,0.152193324,0.963992903,1,-0.699203468,0.885868245,0.773687169,0.705153335,-0.404708848,-0.095422001,0.981805989,0.011579668,0.079508009,-0.232951363,-0.269838592,0.345379975,0.21144745,-0.203318786,-0.348810234,0.295088958,0.108256775,0.126766389,0.25111767,0.622860924,0.683094066,0.458025543,-0.120683561,-0.036230191
"High school graduate (or equivalency), 2019-23",0.663945936,-0.163206813,0.169279194,0.389672483,0.509300018,-0.35264273,-0.294700302,-0.343760876,-0.381105905,0.876395935,0.883964166,0.900383938,0.910267976,0.8311262,0.863811919,0.868303019,0.919003151,0.947136704,0.971878025,0.994210045,1,0.836372205,0.890098193,0.922881964,0.935256957,0.941017438,0.938614331,0.111586483,0.108271815,0.177138787,0.187091381,0.114760401,-0.013323788,-0.127709165,-0.212659164,-0.252355278,-0.256251233,-0.213731844,-0.197628382,-0.019226788,0.108695484,0.168871845,0.215547453,0.128805799,0.101164627,0.107694961,0.128630173,0.058678267,-0.078720435,-0.136179643,-0.099971858,0.87041,0.913924346,0.943837132,0.964853901,0.975885577,0.97805533,0.194869362,0.931991119,,,0.205983416,0.930154223,0.116008324,0.965066764,0.178264501,-0.024987898,0.941076894,,,-0.021890342,0.941960964,-0.052274704,0.968881024,0.075404299,0.126880848,0.068692807,,0.073750379,0.023528287,0.937538557,,0.937354586,0.967281277,-0.343760876,0.969273162,0.968479082,0.252560048,-0.343760876,0.956620707,0.171897687,0.971035472,0.986449306,-0.71826887,0.86122131,0.801974647,0.749205733,-0.410682575,-0.082034018,0.978997068,-0.008904423,0.107858317,-0.25052983,-0.27544652,0.367796525,0.238395067,-0.203492174,-0.343760876,0.289241979,0.102329253,0.117066311,0.247071489,0.618555407,0.663945936,0.432557622,-0.109536382,-0.040826574
"High school diploma only, 1980",0.606448404,-0.143111737,0.152367175,0.460616344,0.506509526,-0.330767104,-0.27712306,-0.320541081,-0.369709103,0.934895806,0.92201233,0.912991556,0.900667191,0.946031739,0.944090191,0.98748841,1,0.993467503,0.978230104,0.95076058,0.919003151,0.945723563,0.964923564,0.952316185,0.921645729,0.885417776,0.862695569,0.145684328,0.143617332,0.141340509,0.130097301,0.042552925,-0.084293279,-0.193310994,-0.276119967,-0.216279925,-0.22733266,-0.204590903,-0.212023935,-0.041241946,0.06090035,0.096470606,0.13549187,0.173542003,0.154007568,0.172235129,0.194659426,0.105127323,-0.046832147,-0.166266322,-0.117127204,0.953072884,0.959960528,0.953122537,0.94063516,0.911811688,0.885632353,0.17827476,0.836299843,,,0.192232155,0.839491892,0.114382752,0.894666232,0.195265201,-0.021253413,0.843825488,,,-0.014092147,0.849153146,-0.042497177,0.896237428,0.09876309,0.147185433,0.063820425,,0.072639768,0.028260033,0.840938388,,0.845449541,0.895692166,-0.320541081,0.903366866,0.902285867,0.231862385,-0.320541081,0.899005806,0.14743132,0.876538845,0.929329138,-0.816472867,0.860116391,0.726410084,0.60494262,-0.597377844,-0.335535831,0.906397036,-0.135194179,0.054676861,-0.2005572,-0.359615668,0.339955035,0.174658067,-0.302717011,-0.320541081,0.1311859,0.125821912,0.156399535,0.093052137,0.640133084,0.606448404,0.468000004,-0.121983479,-0.052076299
"High school graduate (or equivalency), 2008-12",0.672824335,-0.160373631,0.180258904,0.400055395,0.511964412,-0.359226837,-0.300450165,-0.348989099,-0.389570313,0.898728775,0.903561853,0.914315729,0.919675135,0.864891513,0.890742341,0.905817921,0.95076058,0.973365717,0.99003615,1,0.994210045,0.874229825,0.91957697,0.937751261,0.937835933,0.931940103,0.92435045,0.121611103,0.118600012,0.163945943,0.168473976,0.0914433,-0.038606915,-0.155783405,-0.239371126,-0.239889087,-0.247209898,-0.207549225,-0.202447679,-0.027372165,0.093972396,0.147678831,0.19368056,0.143775522,0.119095605,0.128339927,0.150776723,0.074208484,-0.066080467,-0.145294062,-0.106069546,0.893064384,0.930047385,0.953098695,0.96841913,0.969856006,0.965457178,0.191535562,0.915752612,,,0.203023008,0.914257464,0.112936176,0.955767449,0.190339743,-0.027799734,0.925758878,,,-0.02397914,0.927080441,-0.05607793,0.959779565,0.085943178,0.13821964,0.065634938,,0.071275331,0.020043928,0.921782738,,0.921992897,0.958082336,-0.348989099,0.963710203,0.963029173,0.256190152,-0.348989099,0.948761835,0.163629671,0.958424862,0.985519025,-0.749061845,0.867855478,0.79799739,0.718594861,-0.455439206,-0.141213111,0.971755678,-0.048053442,0.092966472,-0.23979354,-0.303765727,0.372065059,0.222952778,-0.233293706,-0.348989099,0.255792712,0.103401687,0.121980002,0.215412409,0.621588067,0.672824335,0.440407814,-0.11679754,-0.044404507
"High school graduate (or equivalency), 1990",0.64277379,-0.149572795,0.18025721,0.428488261,0.50051306,-0.354555925,-0.297255255,-0.343714443,-0.390521385,0.925697766,0.919342963,0.915344209,0.908739169,0.922064453,0.928696089,0.96801135,0.993467503,1,0.99388274,0.973365717,0.947136704,0.935408333,0.959105183,0.946919512,0.920338651,0.891377671,0.87205423,0.136824977,0.134473189,0.138453679,0.13338087,0.049899842,-0.077986181,-0.191333259,-0.276241405,-0.215734743,-0.22768933,-0.202515261,-0.209649301,-0.039614912,0.067560895,0.108096395,0.148952902,0.166586181,0.145919445,0.163563765,0.18808383,0.099020116,-0.046927698,-0.158129275,-0.112638635,0.929215035,0.947639306,0.953565692,0.951291893,0.930728927,0.91100861,0.187057886,0.859820538,,,0.200202383,0.860558808,0.11448908,0.912283059,0.198315824,-0.024224361,0.87058451,,,-0.01798697,0.874058999,-0.050809843,0.916083119,0.095696934,0.147148792,0.06583246,,0.07367623,0.02367956,0.866217969,,0.868613286,0.914476923,-0.343714443,0.922157167,0.921372061,0.250628881,-0.343714443,0.910755336,0.151132376,0.903958927,0.951169025,-0.792297319,0.866584168,0.745648122,0.63734855,-0.551020824,-0.274272425,0.927079363,-0.120858599,0.066831184,-0.213879262,-0.351886759,0.357093714,0.190544357,-0.28976443,-0.343714443,0.168617616,0.115064859,0.142322606,0.130767249,0.613283553,0.64277379,0.454650028,-0.127514975,-0.052571956
"High school graduate (or equivalency), 2000",0.666400795,-0.155847196,0.193226569,0.417626773,0.502217614,-0.366393575,-0.307075484,-0.355727218,-0.399541455,0.911708093,0.912773071,0.915111063,0.9142871,0.893795054,0.9094506,0.941286402,0.978230104,0.99388274,1,0.99003615,0.971878025,0.911094513,0.94258338,0.937799739,0.920720246,0.900854071,0.886423249,0.129349278,0.126359386,0.148537872,0.149001781,0.070810854,-0.058650438,-0.174319127,-0.26113667,-0.22250141,-0.232364601,-0.204528178,-0.207675928,-0.038749549,0.073557742,0.119756406,0.163349746,0.156763542,0.134674803,0.150527305,0.174992792,0.094414842,-0.048507927,-0.155364533,-0.112993241,0.907188695,0.936463676,0.952852644,0.961462951,0.950630371,0.938289869,0.191253482,0.883401162,,,0.203254948,0.882240118,0.112175063,0.9297132,0.198134731,-0.028438255,0.895001035,,,-0.02371598,0.896812323,-0.058275032,0.93435048,0.092356222,0.14536549,0.065148837,,0.071544932,0.018472279,0.890264953,,0.890893803,0.932348253,-0.355727218,0.941368971,0.940768052,0.260819252,-0.355727218,0.925351831,0.157385033,0.929237611,0.970783517,-0.764751098,0.863057765,0.763639375,0.668192753,-0.500964896,-0.209840091,0.94752911,-0.0873463,0.076379682,-0.225770713,-0.33278869,0.363039156,0.2040259,-0.267360288,-0.355727218,0.205463592,0.106484011,0.129721278,0.167410452,0.608084305,0.666400795,0.454505589,-0.12631158,-0.049661402
CI90LB04P_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
